Dede,Rheingold,1.02,119
Teriann,Bebe,5.61,165
Marguerite,Presber,5.04,154
Aaren,Teddman,5.72,53
Lory,Annabella,3.33,189
Amara,Birdella,4.64,172
Ermengarde,Glenden,2.47,24
Hermione,Loeb,1.35,84
Damaris,Thornburg,4.66,135
Talya,Kirstin,2.2,81
Constance,Santoro,1.71,101
Allyce,Ashok,3.36,5
Cecile,McClimans,3.16,34
Mureil,Leopold,1.75,114
Korrie,Wenda,5.73,14
Celestyna,Atcliffe,4.61,113
Mahalia,Randene,5.59,178
Sybille,Honoria,2.17,5
Cecile,Annabella,2.18,198
Phylis,Jagir,3.84,53
Ariela,Miru,4.57,134
Althea,Aprile,2,133
Belva,Thar,1.44,169
Mellicent,Infield,2.71,104
Emmey,Doig,5.27,98
Merci,Parette,4.18,104
Cristine,Raychel,2.65,159
Lynde,Dorcy,4.52,139
Rani,Gahl,2.66,8
Gilda,Bobbee,1.45,15
Dagmar,Mandler,1.5,68
Julieta,Elephus,3.71,28
Maryellen,Dawkins,5.51,63
Dulcinea,Casimir,4.32,112
Tina,Pascia,3.13,49
Karolina,Goddard,1.05,54
Ricky,Ellord,2.01,155
Fernande,Dudley,1.79,64
Bobbi,MacIntosh,1.04,198
Bee,Mehalek,5.94,165
Gale,Thad,2.53,97
Tersina,Zenas,2.3,103
Annaliese,Nickola,4.1,100
Rosene,Klotz,2.98,40
Corina,Hailee,5.58,197
Carmencita,Valerio,1.33,20
Chloris,Larochelle,3.91,41
Ginnie,Sallyann,2.44,58
Kelly,Solitta,1.37,151
Gianina,McNully,2.94,15
Priscilla,Maxi,3.63,94
Anica,Ailyn,2.84,179
Viki,Lemuela,4.15,99
Linzy,Fiann,2.85,120
Bobbi,Selway,4.05,19
Shirlee,Ralfston,1.63,136
Ida,Lynn,2.89,83
Kirbee,Darian,5.81,152
Arabel,Redmond,3.34,78
Orsola,O'Rourke,3.53,3
Phylis,Allina,3.27,17
Joleen,Dulciana,2.57,140
Ilse,Smitt,4.46,135
Kathi,Harl,3.23,141
Judy,Chaing,2.45,73
Silvana,Gaspard,5.65,52
Joeann,Seagraves,1.14,21
Ardys,Nunci,1.99,8
Harrietta,Karylin,1.95,84
Blondelle,Jillane,2.73,55
Korrie,Jary,5.94,52
Heddie,Birdella,5.39,113
Helena,Stacy,3.77,121
Regina,Modie,3.83,167
Queenie,Giff,4.88,135
Katleen,Halla,1.6,121
Wynne,Alisia,1.05,17
Alameda,Nore,4.69,175
Ricky,Philipp,3.56,143
Ada,Berne,3.25,106
Mellicent,Tamar,5.04,20
Kate,Knowling,4.59,187
Tonia,Bultman,5.21,194
Kaja,Ramona,5.07,135
Xylina,Schroth,2.12,137
Angelique,Wu,2.39,74
Emmey,Chesna,2.94,13
Nanete,Allys,4.16,177
Chrystel,Tyson,3.32,156
Brana,Wilkinson,5.04,196
Reeba,Vins,2.98,31
Rori,Frendel,2.62,74
Mamie,Anis,4.46,147
Alyssa,Frendel,2.96,85
Winny,Even,1.8,110
Starla,Pip,1.74,190
Korrie,Aaberg,5.52,46
Elena,Eachern,1.71,64
Lorie,Lorenz,4.03,184
Phedra,Valoniah,2.55,118
Margarette,Seessel,2.19,91
Alex,Atcliffe,1.47,176
Layla,Koziara,4.35,117
Agnese,Brian,5.42,174
Nicoli,Franza,4.59,4
Dode,Othilia,5.69,2
Brietta,Beniamino,4.06,147
Cassandra,Tristram,1.33,89
Halette,Seagraves,5.45,127
Lonnie,Yam,2.51,112
Tilly,Lindemann,3.5,149
Adriana,Kelula,3.88,136
Lucille,Yoko,3.64,25
Jerry,Llovera,1.39,9
Lizzie,Azeria,3.34,192
Lanae,Ashok,4.92,81
Mireielle,Sharl,2.93,114
Paulita,Tomasina,2.15,69
Cristine,Seagraves,3.75,196
Lanae,Ioab,3.06,150
Blinni,Bakerman,4.17,169
Kaia,Ovid,1.05,66
Damaris,Girardo,3.03,171
Helena,Jacobah,5.97,5
Ida,Marcellus,1.1,39
Mary,Connelly,5.37,80
Mathilda,Stacy,4.4,174
Bee,Couture,4.81,78
Oralee,Evangelia,5.83,34
Nerta,Mehalek,4.76,50
Jan,Ahab,1.4,150
Kaia,Holtz,4.8,97
Kassey,Gregrory,5.97,33
Valeda,Mata,2.83,58
Peri,Klotz,5.45,12
Adele,Zamora,5.7,168
Krystle,Wilona,5.08,52
Thalia,Demitria,4.4,196
Louella,Diogenes,3.08,160
Bibby,Kiyoshi,1.33,127
Alameda,Hunfredo,2.21,98
Gale,Obed,5.67,71
Janeczka,Tannie,5.93,16
Claresta,Moseley,2.56,183
Theodora,Matthew,5.77,77
Ana,Kamaria,3.61,165
Gabi,Juliet,4.02,98
Theodora,Zenas,4.22,6
Hermione,Maroney,5.34,154
Frances,Cath,5.41,109
Carol-Jean,Kamaria,1.56,161
Natka,Harriman,2.11,73
Brooks,McLaughlin,1.61,93
Merrie,Adlare,5.9,111
Hildegaard,Carmena,1.32,71
Heddie,Stilwell,5.3,111
Lacie,Killigrew,5.12,121
Aimil,Monk,3.37,122
Anestassia,Suzetta,3.71,106
Chandra,Fink,4.02,52
Libbie,Jena,2.14,87
Angelique,Olnee,1.77,185
Randa,Nisbet,5.21,167
Eolanda,Janith,2.91,33
Helsa,Waldron,4.28,26
Evaleen,Niccolo,2.63,161
Lyssa,Skurnik,4.51,135
Ezmeralda,Roumell,3.89,91
Wendi,Blase,5.94,165
Ottilie,Felecia,1.41,95
Nickie,Marden,3.4,200
Sybille,Lindemann,3.74,187
Susan,Thema,3.21,121
Karolina,Gibbeon,2.26,188
Jan,Brieta,2.53,109
Aurelie,Donoghue,3.55,185
Gusella,Myrilla,1.41,15
Feliza,O'Carroll,2.6,85
Arlena,Ajay,3.79,138
Georgetta,Jacinda,1.7,193
Rosabelle,August,1.13,113
Jolyn,Alrich,4.65,82
Wilma,Lissi,3.78,191
Cindelyn,Durware,4.37,177
Adriana,Hessler,4.86,22
Yetty,Moina,2.99,144
Janenna,Justinn,4.71,53
Charmaine,Georas,5.6,173
Elise,Yate,5.24,70
Ilse,Riordan,4.66,57
Selma,Bord,3.75,60
Gertrud,Stav,3.98,4
Trudie,Primalia,4.4,177
Sallie,Phyllis,5.33,36
Doralynne,Sacken,1.12,41
Coral,Valoniah,4.05,131
Marita,Greenwald,4.44,31
Vivia,Norvol,3.47,125
Ashlee,Mata,3.23,67
Tarra,Shaver,1.51,190
Gerianna,Destinee,1.12,107
Consuela,Sinegold,5.08,157
Berget,Leffen,3.14,37
Sidoney,Raffo,3.49,197
Hettie,Flita,2.73,110
Shaine,Dannye,4.69,80
Aurore,Aaberg,5.26,93
Bobinette,Dorcy,2.51,73
Florie,Garek,3.79,33
Carolina,Nisbet,1.85,42
Vonny,Linskey,3.43,178
Cherrita,Munn,1.67,183
Calla,Dichy,4.13,13
Reeba,Stover,2.6,155
Emilia,Lindemann,3.04,170
Nyssa,Rolf,5.42,158
Dotty,Desai,5.35,107
Miquela,Stuart,2.62,29
Annora,Clarissa,5.81,64
Adelle,Bivins,1.23,149
Adore,Raul,1.6,141
Brietta,Jethro,5.51,71
Daryl,Mandler,5.15,55
Taffy,Milson,5.8,190
Cristabel,Imelida,2.77,111
Sybille,Ciro,4.82,14
Katharina,Richers,5.58,49
Mamie,Ardra,1.94,187
Annabela,Juliet,2.56,188
Dale,McAdams,3.81,109
Bill,Chaing,3.73,80
Blinni,Stanwood,1.26,112
Roz,Fink,5.72,97
Merle,Carbo,4.88,189
Noelle,Kermit,3.37,42
Celestyna,Sundin,1.79,192
Ofilia,Isidore,4.77,94
Melisent,Kravits,1.27,133
Allyce,Rustice,5.66,176
Tamqrah,McClimans,5.19,173
Carmencita,Joni,2.1,51
Aubrie,Nedrud,1.79,199
Moyna,Cleavland,3.94,25
Karly,Argus,3.35,180
Verla,Bibi,1.5,11
Wendi,Jeanne,2.25,168
Sharai,Arne,5.18,198
Jessy,McNully,4.13,12
Ada,Margarete,2.71,61
Bernie,Jess,2.05,15
Gusella,Judye,2.05,146
Mignon,Toffic,5.37,181
Flory,Kussell,1.97,125
Annecorinne,Heidt,4.15,76
Claresta,Jorgan,2.43,106
Babita,Felecia,1.88,14
Jackie,Ovid,2.93,5
Paule,Sasnett,1.9,134
Linzy,Kravits,2.86,31
Rosene,Alisia,4.66,28
Jeanna,Arquit,3.95,141
Sharai,Daveta,4.32,153
Therine,Erminia,5.28,111
Theodora,Stefa,2.89,77
Lynnea,Pettiford,1.47,97
Aigneis,Helve,2.06,6
Hettie,Kirstin,5.2,103
Gale,Tufts,3.13,177
Jere,Astra,5.71,47
Rosanne,Ochs,5.36,89
Minda,Georas,2.46,14
Merci,Erich,5.15,170
Chickie,Ashok,5.34,50
Mady,Kauppi,1.58,169
Tera,Thema,2.11,157
Kirstin,Dawkins,2.14,74
Ursulina,Reinke,3.4,35
Goldie,Solitta,3.42,172
Oralee,Maryanne,3.14,153
Josephine,Nedrud,1.19,199
Delilah,Tjon,1.98,103
Jan,Izaak,5.45,149
Elka,Cecile,3.52,26
Elvira,Chrystel,3.27,39
Nanete,Darbie,2.23,32
Theodora,Anselmi,5.42,195
Raina,Ludewig,5.64,31
Veda,Saree,5.05,147
Nyssa,Cadmar,3.8,126
Valeda,Larochelle,3.31,152
Starla,Pattin,2.58,143
Sashenka,Fairweather,5.5,122
Priscilla,Mullane,4.73,9
Kenna,Uund,1.91,133
Phylis,Whittaker,3.13,141
Kassey,Valoniah,1.25,102
Joleen,Melony,5.47,172
Fayre,Gibbeon,5.55,116
Alie,Braun,5.16,32
Yvonne,Noam,1.51,110
Genevra,Hoban,4.76,143
Lusa,Croix,5.83,190
Mariele,Cleo,5.02,146
Lita,Center,5.03,109
Leia,McLaughlin,1.62,51
Sallie,Dosia,5.91,138
Magdalena,Klotz,3.34,2
Roxane,Hazlett,2.6,81
Ann-Marie,Diann,3.38,153
Kassey,Kendrick,5.04,158
Lenna,Haymes,1.14,130
Yvonne,Zenas,5.01,11
Tabbatha,Berne,1.82,165
Jaime,Franza,4.61,6
Kristan,Pozzy,1.63,164
Valeda,Ackerley,2.27,166
Tybie,Taam,4.13,156
Lorne,Love,4.7,78
Viviene,Pacorro,2.62,26
Nariko,Sacken,1.32,98
Suzette,Amasa,4.67,80
Ariela,Kress,4.05,1
Heida,Maiah,5.9,64
Chastity,Japeth,2.78,157
Gusty,Bollay,5.24,169
Ketti,Lilybelle,1.45,56
Ada,Mauer,3.01,4
Lucy,Stav,1.99,17
Cristine,Malvino,2.99,128
Kellen,Meli,3.29,186
Fred,Urias,4.28,67
Libbie,Zina,2.86,15
Maisey,Rolf,4.57,161
Giustina,Vernier,1.36,138
Brandise,Juliet,5.34,55
Jackie,Anton,4.62,31
Leona,Lutero,3.03,15
Vevay,Telfer,4.38,178
Debee,Daegal,1.86,186
Maisey,Linehan,5.92,185
Eve,Oriana,1.03,32
Carree,Goode,3.07,3
Konstance,Argus,5.86,157
Bertine,Margarete,4.12,49
Vita,Grosz,2.73,154
Rhoda,Sikorski,3.19,63
Devina,Lalitta,5.15,186
Gaylene,Estella,5.26,81
Rayna,Herrera,1.38,123
Yolane,Sikorski,3.94,177
Evaleen,Wenoa,3.89,11
Karina,Revkah,4.56,37
Quintina,Bonucci,1.94,7
Jan,Juan,5.1,62
Patricia,Jacqui,2.99,95
Cassondra,Oster,5.36,137
Susan,Bivins,1.33,146
Odessa,Tound,5.87,71
Sindee,Fennessy,4.29,121
Sashenka,Urias,2.66,131
Judy,Brodench,5.93,189
Margette,Lucienne,3.28,199
Julieta,Emanuel,3.37,171
Dolli,Hubert,2.94,169
Jeanna,Barbey,2.61,10
Kristan,Annice,5,185
Adelle,Wadell,4.95,176
Mamie,Willie,1.92,99
Petronia,Thema,2.55,95
Melina,Lymann,2.04,154
Joy,Neva,2.21,163
Nanete,Salchunas,3.28,111
Lory,Redmond,2.89,8
Kaia,Infield,1.04,123
Loree,Millda,4.63,134
Johna,Ricki,2.36,25
Rubie,Hollingsworth,3.9,189
Lucille,Waldron,2.31,19
Gabriellia,Boycey,4.72,64
Odessa,Concha,1.75,71
Bernie,Shaver,2.79,68
Danny,Kress,4.83,141
Evita,Bigner,3.98,36
Myrtice,Rad,5.57,180
Gertrud,Clarissa,4.19,148
Alejandra,Natalia,1.1,22
Aryn,Ledah,1.76,46
Gabi,Penelopa,2.32,136
Selma,Peonir,4.62,39
Jordan,Carlson,1.34,11
Katharina,Kesley,3.82,47
Julieta,Havens,4.26,88
Micheline,Kellby,1.62,104
Hermione,Isidore,1.69,108
Ardys,Jacqui,5.01,176
Zia,Hollingsworth,5.41,57
Claresta,Pernick,5.63,178
Teriann,Stevy,4.56,193
Rosabelle,Prober,2.11,148
Hayley,Berriman,3.6,1
Rhoda,Alfons,2.47,85
Roz,Iaverne,1.63,125
Leia,Adrienne,1.18,134
Lila,Bevin,3.2,71
Joceline,Ursulette,3.76,114
Dianemarie,Corilla,5.77,183
Carly,Cosenza,2.77,180
Dode,Dielu,3.22,89
Loree,Monaco,2.3,182
Rochette,Sherfield,1.48,64
Queenie,Bartlett,2.79,63
Ira,Scammon,4.68,83
Brandise,Vilma,4.56,99
Lilith,Truc,5.04,50
Celestyna,Christal,4.14,106
Aurore,Lytton,4.54,121
Raf,Firmin,3.21,99
Wilma,Secrest,4.73,68
Steffane,Orpah,1.55,25
Ernesta,Levey,2.47,86
Theodora,Johnsson,5.43,68
Andree,Skell,2.66,55
Wendi,Gilmour,4.15,84
Halette,Tufts,4.76,54
Jacenta,Barrus,5.53,129
Alex,Judye,1.6,145
Lanae,Payson,3.79,62
Raf,Tippets,2.96,4
Lesly,Darrell,3.12,95
Donnie,Hanshaw,2.59,123
Kaia,Noman,1.81,186
Rubie,Peonir,3.64,20
Alejandra,Angelis,2.53,136
Ilse,Isidore,5.21,80
Corry,Naor,5.28,99
Noelle,Idelia,4.42,16
Lesly,Roarke,2.16,98
Suzette,Longfellow,5.73,87
Justinn,Kalinda,4.78,168
Halette,Bakerman,2.19,82
Dulce,Naashom,3.73,93
Adore,Clara,2.38,171
Henriette,Tippets,5.12,100
Kary,Miru,2.69,200
Andree,Loleta,3.29,141
Arabel,Federica,1.76,3
Correy,Zrike,3.87,28
Gianina,Noelyn,2.71,98
Celestyna,Suanne,5.46,174
Georgina,Toor,5.37,73
Karena,Warthman,1.99,89
Tina,Ellerey,2.45,108
Zia,Cimbura,3.07,167
Maryellen,Swanhildas,3.1,162
Jan,Philoo,4.11,127
Sue,Skell,1.26,103
Robbi,Vivle,2.27,74
Shel,Vernier,4.43,114
Feliza,Marsden,5.57,46
Mignon,Cottle,3.04,90
Morganica,Hathaway,4.05,151
Christal,Nea,1.85,182
Anica,Daniele,2.83,44
Teriann,Dom,4.75,107
Laure,Alrich,2.08,200
Olwen,Dituri,3.03,158
Melisent,Screens,1.3,180
Katuscha,Croix,2.65,147
Britte,Tannie,4.16,89
June,Bates,1.36,112
Anallese,Septima,5.11,128
Dode,Raseda,4.98,140
Kayla,Lorain,5.67,180
Violet,Maroney,1.79,34
Ezmeralda,Revkah,3.41,135
Rosabelle,Tengdin,3.18,44
Ariela,Rustice,2.18,182
Albertina,Noelyn,1.13,143
Dode,Euridice,3.01,193
Malina,Timon,5.01,188
Emilia,Prober,2.6,126
Aurelie,Hull,1.5,144
Patricia,Torray,4.43,150
Celisse,Ferrell,4.3,157
Deloria,Prober,5.82,87
Sabina,Tryck,5.85,4
Marylou,Quent,3.92,105
Natka,Roche,3.23,183
Dulce,Havens,1.53,102
Calla,Abernon,1.47,53
Danika,Velick,2.46,13
Therine,Cyrie,1.32,196
Kayla,Damarra,4.61,74
Kittie,Pulsifer,5.51,178
Britni,Buckler,5.06,33
Kathy,Bethany,4.52,7
Madelle,Harned,4.08,45
Frieda,Denis,1.15,24
Wanda,Kinnard,5.88,113
Ashlee,Palocz,3.49,188
Winifred,Bergman,2.89,195
Adelle,Cynar,1.46,37
Shannah,Malanie,3.8,82
Kenna,Koziara,2.19,99
Adelle,Othilia,3.26,170
Agathe,Hailee,5.97,101
Madelle,Krystle,4.81,140
Meg,Atonsah,2.25,34
Gretal,Lunsford,3.15,140
Wynne,Hepsibah,5.02,125
Sybille,Turne,2.9,152
Adelle,Grosz,5.85,59
June,Dimitris,3.83,25
Cacilie,Kendrick,4.42,93
Corly,Suk,3.97,103
Alex,Loeb,4.1,149
Pierette,Romelda,1.71,83
Albertina,Pitt,2.4,45
Wileen,Seagraves,5.33,123
Odessa,Llovera,3.1,81
Sallie,Urias,4.08,18
Livvyy,Hailee,4.89,156
Shaine,Septima,2.43,149
Lolita,Chick,5.15,121
Dede,Adalbert,2.06,172
Corina,Dowski,2.22,1
Britni,Karna,5.77,162
Consuela,Joseph,2,138
Ekaterina,Nedrud,2.53,79
Fayre,Eno,1.06,115
Therine,Dannye,4.83,100
Claudina,Bluh,2.65,151
Andeee,Nunci,3.11,129
Edith,Gaynor,1.74,10
Cyb,Shaver,1.41,154
Leona,Dudley,3.67,66
Shaine,Jagir,4.37,51
Gavrielle,Geffner,3.45,132
Cindelyn,Clarissa,4.41,85
Edyth,Cherianne,5.5,135
Charissa,Plato,1.09,162
Ursulina,Bohlin,3.23,146
Linzy,Vittoria,4.55,43
Georgetta,Merat,4.65,140
Neila,Ahab,3.67,75
Concettina,Keelia,4.79,27
Brynna,Gabrielli,2.52,75
Sean,Raffo,5.54,150
Steffane,Kannry,2.87,14
Talya,Joachim,4.99,185
Anthia,Willie,5.61,69
Gerianna,Alabaster,1.51,48
Melanie,Capello,3.99,116
Jenilee,Wilkinson,4.04,76
Gabi,Leffen,3.96,50
Nataline,Chem,1.13,128
Lanae,Kirstin,2.29,198
Damaris,Lucienne,3.66,66
Aigneis,Codding,2.05,56
Calla,Breed,1.9,179
Vonny,Louanna,2.03,156
Lynnea,Ferino,1.99,7
Tori,Screens,4.08,68
Damaris,Macey,5.18,68
Regina,Concha,2.22,31
Bertine,Emerson,1.64,97
Tori,Mata,3.05,40
Trixi,Forrer,1.76,58
Ruthe,Norvol,4.77,124
Marika,Hylan,4.11,40
Sherrie,Arvo,5.54,131
Carree,Erlandson,1.13,111
Gabriellia,Fax,1.18,26
Doro,Keily,3.79,5
Ursulina,Cottle,4.81,46
Kial,Bennie,3.62,107
Theodora,Halsey,5.28,174
Allis,Diann,5.78,96
Mahalia,Warthman,2.11,170
Amara,Vastah,5.92,140
Yvonne,Eldrid,4.67,53
Joleen,Larochelle,5.87,71
Roberta,Francene,1.57,110
Nataline,Karylin,2.78,118
Isa,Emanuel,4.3,130
Benita,Chauncey,4.7,95
Ricky,Fink,2.02,50
Juliane,Sparhawk,2.89,194
Maisey,Wilkinson,3.83,56
Kalina,Craggie,2.14,162
Maye,Rolf,4.2,38
Norine,Uird,4.67,40
Willetta,Telfer,3.25,40
Roberta,Lemuela,1.72,66
Magdalena,Lilybelle,5.15,22
Kara-Lynn,Candy,1.31,81
Hettie,Kelula,2.85,45
